"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score"
"FT","2018-04-10","92.0","-2.5314","6.3093","Kris Bryant",592178,467100,"field_out","hit_into_play",,,,,"1","Kris Bryant lines out to third baseman Colin Moran.  ","R","R","R","CHC","PIT","X",5,"line_drive",1,0,2018,"-1.5895","0.8592","-0.5994","2.7269","null","null","null",1,3,"Bot","98.83","161.85",,,465041,,"180410_193330","8.5501","-133.7555","-5.2056","-21.3864","29.0863","-20.6677","3.2441","1.4057","131","86.1","10.0240","93.1560","2171","7.0410",529555,467100,465041,605137,543281,592567,474568,572816,516782,570256,"53.4587","0.629","0.574","0.00",1,0,0,4,29,"2","2-Seam Fastball",2,4,2,4,4,2,2,4
"FT","2018-04-10","92.7","-2.6921","6.1799","Kris Bryant",592178,467100,"single","hit_into_play_no_out",,,,,"6","Kris Bryant singles on a ground ball to second baseman Josh Harrison.  ","R","R","R","CHC","PIT","X","null","ground_ball",3,2,2018,"-1.5496","0.4788","0.2938","2.1028","null","null","null",1,1,"Bot","120.45","145.61",,,465041,,"180410_183235","10.8945","-134.4195","-5.5635","-20.9816","29.7847","-25.4381","3.2441","1.4057","null","90.3","-17.3000","91.9250","2197","6.0690",529555,467100,465041,605137,543281,592567,474568,572816,516782,570256,"54.4302","0.156","0.153","0.90",1,1,0,2,5,"6","2-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-04-08","96.7","-2.3200","5.0928","Kris Bryant",592178,592865,"strikeout","called_strike",,,,,"13","Kris Bryant called out on strikes.  ","R","R","R","MIL","CHC","S",2,"null",0,2,2018,"-0.4912","1.1813","-0.8738","1.8255","518792.00","600303.00","null",2,7,"Top","null","null",,,444489,,"180408_200946","4.9487","-140.6661","-5.7921","-7.6058","32.5145","-15.5250","3.3389","1.6599","null","null","null","96.3230","2390","6.1350",529535,592865,444489,542583,542340,541650,606115,460075,456715,570267,"54.3646","null","null","0.00",1,0,0,"null",51,"3","4-Seam Fastball",0,3,3,0,3,0,3,0
"CU","2018-04-08","77.7","-1.9614","5.9503","Kris Bryant",592178,502624,"field_out","hit_into_play",,,,,"8","Kris Bryant flies out to right fielder Domingo Santana.  ","R","R","R","MIL","CHC","X",9,"fly_ball",2,2,2018,"0.6671","-1.0512","0.1518","1.9710","null","546991.00","null",2,5,"Top","142.70","110.48",,,444489,,"180408_193020","3.2836","-112.8855","0.2231","4.8963","20.2523","-41.1279","3.2739","1.4346","215","90.5","57.7110","76.1040","2280","5.1880",529535,502624,444489,542583,542340,541650,606115,460075,456715,570267,"55.3114","0.015","0.009","0.00",1,0,0,3,34,"6","Curveball",0,2,2,0,2,0,2,0
"CU","2018-04-08","77.0","-1.8681","6.0320","Kris Bryant",592178,502624,"field_out","hit_into_play",,,,,"5","Kris Bryant lines out to third baseman Hernan Perez.  ","R","R","R","MIL","CHC","X",5,"line_drive",0,0,2018,"0.5647","-0.9866","0.2613","2.0377","null","null","546991.00",2,3,"Top","94.08","164.40",,,444489,,"180408_184818","3.4465","-111.7743","0.2481","3.7966","21.7276","-40.3415","3.2739","1.4346","134","66.5","17.0020","74.5880","2285","4.8180",529535,502624,444489,542583,542340,541650,606115,460075,456715,570267,"55.6812","0.520","0.495","0.00",1,0,0,2,17,"1","Curveball",0,0,0,0,0,0,0,0
"FT","2018-04-08","93.0","-1.7898","6.0081","Kris Bryant",592178,502624,"field_out","hit_into_play",,,,,"4","Kris Bryant flies out sharply to center fielder Lorenzo Cain.  ","R","R","R","MIL","CHC","X",8,"fly_ball",1,1,2018,"-1.4193","1.3273","-0.5977","2.3767","null","null","null",1,1,"Top","87.07","55.96",,,444489,,"180408_181143","6.0595","-135.1064","-6.2806","-18.4284","31.5369","-15.0521","3.2739","1.4346","348","103.9","43.0470","91.9150","2218","5.8910",529535,502624,444489,542583,542340,541650,606115,460075,456715,570267,"54.6083","0.243","0.478","0.00",1,0,0,5,2,"3","2-Seam Fastball",0,0,0,0,0,0,0,0
"KC","2018-04-07","80.2","-0.9559","5.8397","Kris Bryant",592178,502026,"triple","hit_into_play_no_out",,,,,"7","Kris Bryant triples (1) on a fly ball to center fielder Lorenzo Cain.  ","R","R","R","MIL","CHC","X","null","fly_ball",1,1,2018,"0.6581","-0.6939","-0.6604","2.1924","null","null","null",1,8,"Top","150.96","45.55",,,542908,,"180407_223154","-0.5557","-116.7273","-0.0797","5.9849","22.4160","-38.6080","3.5750","1.6810","400","102.6","27.5220","79.3450","2391","5.7280",529520,502026,542908,519346,542340,543768,606115,460075,456715,570267,"54.7711","0.884","1.734","1.60",1,1,2,6,53,"3","Knuckle Curve",1,1,1,1,1,1,1,1
"CH","2018-04-07","80.0","-2.0761","5.5126","Kris Bryant",592178,605200,"home_run","hit_into_play_score",,,,,"8","Kris Bryant homers (2) on a fly ball to left field.  ","R","R","R","MIL","CHC","X","null","fly_ball",3,2,2018,"-1.6683","0.6831","-0.1520","1.8589","null","null","null",0,6,"Top","35.42","51.41",,,542908,,"180407_214726","7.2856","-116.1668","-2.5514","-16.2786","22.2658","-25.8306","3.5750","1.6810","407","108.8","26.5590","79.3090","1792","5.9780",529520,605200,542908,519346,542340,543768,606115,460075,456715,570267,"54.5213","0.988","1.989","2.00",1,0,3,6,38,"6","Changeup",1,0,0,1,0,1,0,1
"FT","2018-04-07","91.6","-2.0302","5.5030","Kris Bryant",592178,605200,"single","hit_into_play_no_out",,,,,"9","Kris Bryant singles on a soft ground ball to pitcher Zach Davies, deflected by shortstop Orlando Arcia.  ","R","R","R","MIL","CHC","X",6,"ground_ball",1,1,2018,"-1.4193","0.9297","0.5019","1.7752","null","null","null",0,4,"Top","116.93","161.87",,,542908,,"180407_205804","9.2476","-132.8441","-5.3851","-18.4224","28.9121","-20.5048","3.5750","1.6810","3","73.7","-34.6900","90.2730","2155","5.7010",529520,605200,542908,519346,542340,543768,606115,460075,456715,570267,"54.7981","0.061","0.047","0.90",1,1,0,2,21,"3","2-Seam Fastball",0,0,0,0,0,0,0,0
"FT","2018-04-06","93.9","-0.9538","5.7280","Kris Bryant",592178,502026,"field_out","hit_into_play",,,,,"11","Kris Bryant lines out to shortstop Orlando Arcia.  ","R","R","R","MIL","CHC","X",6,"line_drive",2,0,2018,"-1.4696","0.9834","-1.2340","2.7275","null","null","null",0,7,"Top","99.05","134.05",,,444489,,"180407_025211","2.5395","-136.6405","-4.2115","-18.9627","31.3609","-19.1284","3.5750","1.6810","170","59.9","22.8510","93.9350","2132","6.4040",529510,502026,444489,519346,519299,543768,606115,460075,456715,570267,"54.0958","0.454","0.370","0.00",1,0,0,4,60,"3","2-Seam Fastball",4,4,4,4,4,4,4,4
"FF","2018-04-06","92.8","3.7087","5.0446","Kris Bryant",592178,623352,"strikeout","swinging_strike",,,,,"12","Kris Bryant strikes out swinging.  ","R","R","L","MIL","CHC","S",2,"null",3,2,2018,"1.1455","1.4868","0.3676","3.7431","null","null","null",0,5,"Top","null","null",,,444489,,"180407_014919","-11.1325","-134.7123","-0.7797","16.5685","30.4959","-13.9700","3.5750","1.6810","null","null","null","93.0380","2226","6.6590",529510,623352,444489,519346,542340,543768,606115,460075,456715,570267,"53.8405","null","null","0.00",1,0,0,"null",37,"8","4-Seam Fastball",0,2,2,0,2,0,2,0
"CH","2018-04-06","83.9","-1.3887","5.8849","Kris Bryant",592178,605540,"field_out","hit_into_play",,,,,"4","Kris Bryant grounds out, third baseman Travis Shaw to first baseman Eric Thames.  ","R","R","R","MIL","CHC","X",5,"ground_ball",0,0,2018,"-1.4957","0.6457","-0.3459","2.3597","null","null","450314.00",2,2,"Top","104.23","168.48",,,444489,,"180407_004303","5.4947","-122.2074","-3.0769","-16.3391","24.8424","-25.1704","3.5750","1.6810","10","78.0","-14.5890","84.7720","1674","6.8750",529510,605540,444489,519346,542340,543768,606115,460075,456715,570267,"53.6246","0.090","0.090","0.00",1,0,0,2,14,"1","Changeup",0,2,2,0,2,0,2,0
"SL","2018-04-06","88.6","-1.2641","5.8219","Kris Bryant",592178,605540,"field_out","hit_into_play",,,,,"6","Kris Bryant flies out to left fielder Ryan Braun.  ","R","R","R","MIL","CHC","X",7,"fly_ball",3,2,2018,"0.2893","-0.0762","0.7219","2.7135","null","null","null",1,1,"Top","78.57","53.78",,,444489,,"180407_001516","4.2116","-128.7741","-1.3069","2.2004","28.6552","-32.9718","3.5750","1.6810","359","92.8","30.0320","87.4100","2111","5.7660",529510,605540,444489,519346,542340,543768,606115,460075,456715,570267,"54.7335","0.190","0.303","0.00",1,0,0,3,2,"7","Slider",0,0,0,0,0,0,0,0
"FF","2018-04-05","91.5","2.6201","5.5734","Kris Bryant",592178,543359,"single","hit_into_play_score",,,,,"4","Kris Bryant singles on a line drive to left fielder Ryan Braun.   Ian Happ scores.  ","R","R","L","MIL","CHC","X","null","line_drive",1,1,2018,"0.4676","0.7336","-0.4060","2.4052","null","664023.00","null",1,8,"Top","104.21","126.73",,,542908,,"180406_022927","-8.4848","-132.8856","-3.5824","7.2301","28.7562","-23.1922","3.2734","1.4340","185","95.2","12.5450","90.1640","2363","5.6030",529499,543359,542908,542583,519299,541650,606115,460075,456715,570267,"54.8965","0.906","0.899","0.90",1,1,0,4,66,"3","4-Seam Fastball",0,5,5,0,5,0,5,0
"FF","2018-04-05","96.1","-1.9895","5.8535","Kris Bryant",592178,606930,"field_error","hit_into_play_no_out",,,,,"8","Kris Bryant reaches on a force attempt, missed catch error by second baseman Hernan Perez, assist to third baseman Travis Shaw.    Ben Zobrist to 2nd.  ","R","R","R","MIL","CHC","X",5,"ground_ball",0,0,2018,"-0.1554","1.4384","0.1691","1.9898","null","null","450314.00",1,6,"Top","108.29","169.49",,,542908,,"180406_014539","6.1138","-139.6898","-7.9638","-3.4733","32.4601","-11.5232","3.2734","1.4340","31","78.6","-1.1200","96.5700","2607","6.6890",529499,606930,542908,542583,541650,543768,606115,460075,456715,570267,"53.8107","0.175","0.172","0.90",1,0,0,2,49,"1","4-Seam Fastball",0,5,5,0,5,0,5,0
"CH","2018-04-05","81.2","3.0320","6.3459","Kris Bryant",592178,608718,"single","hit_into_play_no_out",,,,,"12","Kris Bryant singles on a line drive to left fielder Ryan Braun.  ","R","R","L","MIL","CHC","X","null","line_drive",1,1,2018,"0.7962","1.4568","1.2793","2.6367","null","null","null",2,4,"Top","90.10","118.14",,,542908,,"180406_011335","-5.5171","-118.1831","-4.5034","8.6476","24.3019","-17.7109","3.3735","1.7094","212","69.7","23.7250","81.6080","1906","6.7330",529499,608718,542908,542583,541650,543768,606115,460075,456715,570267,"53.7663","0.945","0.885","0.90",1,1,0,4,33,"3","Changeup",0,5,5,0,5,0,5,0
"CH","2018-04-05","80.7","2.9677","6.4042","Kris Bryant",592178,608718,"field_out","hit_into_play",,,,,"14","Kris Bryant grounds out to first baseman Jesus Aguilar.  ","R","R","L","MIL","CHC","X",3,"ground_ball",0,2,2018,"0.7942","1.3292","0.9422","2.1769","null","null","null",0,3,"Top","130.09","196.73",,,542908,,"180406_005015","-6.0292","-117.3426","-5.2811","8.4897","22.0742","-19.0802","3.2734","1.4340","18","62.4","-6.6570","80.8460","1791","6.4170",529499,608718,542908,542583,541650,543768,606115,460075,456715,570267,"54.0819","0.070","0.064","0.00",1,0,0,2,20,"4","Changeup",0,3,3,0,3,0,3,0
"SL","2018-04-05","74.1","2.9233","6.5607","Kris Bryant",592178,608718,"field_out","hit_into_play",,,,,"6","Kris Bryant flies out to center fielder Lorenzo Cain.  ","R","R","L","MIL","CHC","X",8,"fly_ball",0,1,2018,"-0.6884","-0.2958","0.6731","2.2432","null","null","450314.00",1,1,"Top","112.86","46.06",,,542908,,"180406_001404","-3.3964","-107.8236","-1.0091","-4.7153","19.8938","-34.5110","3.2734","1.4340","363","92.7","33.0180","73.9800","2136","6.3400",529499,608718,542908,542583,541650,543768,606115,460075,456715,570267,"54.1590","0.140","0.288","0.00",1,0,0,3,3,"2","Slider",0,0,0,0,0,0,0,0
"FF","2018-04-02","93.4","-3.2949","5.7953","Kris Bryant",592178,641816,"field_out","hit_into_play",,,,,"7","Kris Bryant grounds out, third baseman Eugenio Suarez to first baseman Joey Votto.  ","R","R","R","CIN","CHC","X",5,"ground_ball",2,2,2018,"-0.9994","1.4461","-0.6196","1.8698","null","null","null",1,6,"Top","104.29","168.79",,,571466,,"180402_213917","8.9100","-135.5276","-7.3524","-13.9533","28.5064","-13.3879","3.2511","1.4117","29","100.5","-1.9930","92.3160","2126","5.7140",529459,641816,571466,458015,571697,553993,460060,594807,571740,608385,"54.7854","0.434","0.390","0.00",1,0,0,2,42,"6","4-Seam Fastball",1,0,0,1,0,1,0,1
"FF","2018-04-02","94.7","-3.2068","5.7351","Kris Bryant",592178,641816,"field_out","hit_into_play",,,,,"5","Kris Bryant lines out to right fielder Jesse Winker.  ","R","R","R","CIN","CHC","X",9,"line_drive",1,1,2018,"-1.0644","1.2634","-0.1833","2.2928","null","null","null",1,3,"Top","183.30","102.57",,,571466,,"180402_205627","10.2249","-137.4119","-6.0319","-15.7912","32.6133","-15.1142","3.2511","1.4117","266","88.1","21.1430","94.0990","2262","6.2550",529459,641816,571466,458015,571697,553993,460060,594807,571740,608385,"54.2439","0.272","0.260","0.00",1,0,0,3,21,"3","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-04-02","92.6","-3.1997","5.8977","Kris Bryant",592178,641816,"field_out","hit_into_play",,,,,"2","Kris Bryant flies out to center fielder Billy Hamilton.  ","R","R","R","CIN","CHC","X",8,"fly_ball",1,1,2018,"-1.1307","1.4833","0.0011","2.8757","null","null","664023.00",0,1,"Top","148.51","77.33",,,571466,,"180402_201423","10.5174","-134.2365","-5.0124","-15.8266","29.7641","-13.5962","3.2511","1.4117","315","88.7","33.7490","91.7380","2216","6.0360",529459,641816,571466,458015,571697,553993,460060,594807,571740,608385,"54.4630","0.045","0.069","0.00",1,0,0,3,2,"3","4-Seam Fastball",0,0,0,0,0,0,0,0
"SL","2018-04-01","85.7","-1.4850","6.1961","Kris Bryant",592178,608716,"strikeout","called_strike",,,,,"7","Kris Bryant called out on strikes.  ","R","R","R","MIA","CHC","S",2,"null",1,2,2018,"0.0170","0.2647","-0.5448","1.9391","null","null","600303.00",1,7,"Top","null","null",,,595453,,"180401_190923","2.1772","-124.6225","-4.2392","-0.3010","27.2264","-28.7803","3.3968","1.6093","null","null","null","85.0340","2083","6.0940",529446,608716,595453,500743,516770,605119,592680,518618,621446,457727,"54.4073","null","null","0.00",1,0,0,"null",56,"4","Slider",6,0,0,6,0,6,0,6
"CU","2018-04-01","75.9","2.0708","5.9699","Kris Bryant",592178,596071,"field_out","hit_into_play",,,,,"2","Kris Bryant grounds out, second baseman Starlin Castro to first baseman Garrett Cooper.  ","R","R","L","MIA","CHC","X",4,"ground_ball",1,1,2018,"-0.9519","-1.5039","0.1987","3.1719","null","null","null",1,5,"Top","114.39","148.16",,,595453,,"180401_182344","-2.2389","-110.1023","3.7085","-6.9070","20.5348","-44.7448","3.4487","1.6094","28","87.1","-3.4050","73.5810","2895","4.8400",529446,596071,595453,643265,516770,605119,592680,518618,621446,457727,"55.6607","0.225","0.200","0.00",1,0,0,2,34,"3","Curveball",0,0,0,0,0,0,0,0
"FF","2018-04-01","90.5","1.8739","5.9776","Kris Bryant",592178,596071,"single","hit_into_play_no_out",,,,,"2","Kris Bryant singles on a line drive to left fielder Derek Dietrich.   Albert Almora to 3rd.  ","R","R","L","MIA","CHC","X","null","line_drive",1,1,2018,"-0.1073","1.2907","-0.2141","3.2107","null","null","546991.00",1,3,"Top","61.05","110.57",,,595453,,"180401_175324","-4.8946","-131.4487","-3.4708","-0.0171","31.5516","-17.3059","3.4489","1.6304","138","97.6","8.6760","88.4110","2404","5.3910",529446,596071,595453,643265,516770,605119,592680,518618,621446,457727,"55.1103","0.729","0.681","0.90",1,1,0,4,18,"3","4-Seam Fastball",0,0,0,0,0,0,0,0
"CU","2018-03-31","71.9","-2.3930","3.3617","Kris Bryant",592178,446899,"double","hit_into_play_score",,,,,"6","Umpire reviewed (tag play), call on the field was upheld: Kris Bryant doubles (3) on a ground ball to left fielder Derek Dietrich.   Jason Heyward scores.    Albert Almora scores.    Victor Caratini scores.    Kris Bryant to 3rd on the throw.  ","R","R","R","MIA","CHC","X","null","ground_ball",0,2,2018,"0.8356","1.2477","0.3256","2.5581","518792.00","546991.00","605170.00",2,10,"Top","52.68","118.53",,,592407,,"180401_025252","3.9670","-104.5309","3.8046","5.3617","18.2670","-24.0334","3.3372","1.4990","62","85.9","2.9830","71.4840","2045","6.1030",529431,446899,592407,571506,516770,605119,500743,518618,621446,457727,"54.3983","0.400","0.335","1.25",1,1,1,2,86,"5","Curveball",6,7,7,6,7,6,7,6
"SI","2018-03-31","83.3","-2.7232","2.6757","Kris Bryant",592178,446899,"field_out","hit_into_play",,,,,"8","Kris Bryant grounds out sharply, shortstop Miguel Rojas to first baseman Justin Bour.  ","R","R","R","MIA","CHC","X",6,"ground_ball",1,0,2018,"-1.2727","-0.7585","-0.0810","2.0564","null","null","null",0,9,"Top","107.19","159.11",,,592407,,"180401_022716","8.4128","-120.6836","6.4167","-13.8157","21.8722","-40.8848","3.3372","1.4990","90","103.7","4.4310","82.5420","1891","5.8740",529431,446899,592407,571506,516770,605119,500743,518618,621446,457727,"54.6269","0.611","0.557","0.00",1,0,0,4,74,"2","Sinker",6,6,6,6,6,6,6,6
"FT","2018-03-31","92.4","-1.9863","5.8449","Kris Bryant",592178,545363,"field_out","hit_into_play",,,,,"8","Kris Bryant grounds out, shortstop Miguel Rojas to first baseman Justin Bour.  ","R","R","R","MIA","CHC","X",6,"ground_ball",1,1,2018,"-1.1492","0.8907","0.0378","1.9556","null","null","null",0,7,"Top","111.43","155.48",,,592407,,"180401_013546","7.7033","-134.2917","-6.0006","-15.7113","31.6559","-20.2131","3.3372","1.4990","27","106.0","-2.3660","92.3590","2059","6.5350",529431,545363,592407,571506,516770,605119,500743,518618,621446,457727,"53.9660","0.459","0.462","0.00",1,0,0,4,55,"3","2-Seam Fastball",5,6,6,5,6,5,6,5
"SI","2018-03-31","92.2","-2.1325","5.3517","Kris Bryant",592178,628333,"single","hit_into_play_no_out",,,,,"6","Kris Bryant singles on a sharp line drive to center fielder Lewis Brinson.  ","R","R","R","MIA","CHC","X","null","line_drive",0,0,2018,"-1.6587","0.6136","0.4845","2.4632","null","null","null",1,3,"Top","100.23","89.71",,,592407,,"180331_235346","10.1619","-133.7217","-2.7486","-21.9766","30.5599","-24.5144","3.3372","1.4990","267","105.7","13.7030","91.4050","2112","6.1300",529431,628333,592407,571506,516770,605119,500743,518618,621446,457727,"54.3706","0.709","0.799","0.90",1,1,0,5,19,"1","Sinker",2,2,2,2,2,2,2,2
"FC","2018-03-31","82.2","-2.0154","5.3326","Kris Bryant",592178,628333,"strikeout","swinging_strike",,,,,"14","Kris Bryant strikes out swinging.  ","R","R","R","MIA","CHC","S",2,"null",0,2,2018,"1.1830","0.0720","3.4322","1.0644","null","null","null",1,1,"Top","null","null",,,592407,,"180331_231251","9.9105","-119.0650","-3.0914","8.7139","25.0071","-31.1590","3.3372","1.4990","null","null","null","80.1510","3013","5.3510",529431,628333,592407,571506,516770,605119,500743,518618,621446,457727,"55.1502","null","null","0.00",1,0,0,"null",2,"3","Cutter",0,0,0,0,0,0,0,0
"SI","2018-03-30","90.6","-1.9058","5.6642","Kris Bryant",592178,628333,"field_out","hit_into_play",,,,,"9","Kris Bryant lines out to second baseman Starlin Castro.  ","R","R","R","MIA","CHC","X",4,"line_drive",2,0,2018,"-1.2675","0.7036","0.2906","2.0372","null","null","null",0,17,"Top","121.98","141.05",,,595453,,"180331_041805","8.0447","-131.4121","-4.4556","-16.1892","30.7192","-23.4560","3.3170","1.5192","197","100.6","11.5280","89.1830","2052","5.8280",529422,628333,595453,518618,516770,605119,500743,657658,621446,457727,"54.6729","0.911","0.910","0.00",1,0,0,4,130,"3","Sinker",1,1,1,1,1,1,1,1
"FF","2018-03-30","89.8","2.4873","5.9668","Kris Bryant",592178,606424,"single","hit_into_play_no_out",,,,,"6","Kris Bryant singles on a line drive to left fielder Braxton Lee.   Victor Caratini to 2nd.  ","R","R","L","MIA","CHC","X","null","line_drive",0,1,2018,"1.2368","0.8523","0.5806","2.1265","null","null","605170.00",0,15,"Top","93.09","126.22",,,595453,,"180331_034011","-7.2776","-130.3647","-5.2218","15.5522","29.1218","-21.6501","3.3372","1.5393","193","97.9","12.4430","89.1030","1986","6.1320",529422,606424,595453,518618,516770,605119,500743,657658,621446,457727,"54.3691","0.900","0.885","0.90",1,1,0,4,113,"2","4-Seam Fastball",1,1,1,1,1,1,1,1
"CH","2018-03-30","85.6","1.6257","6.1558","Kris Bryant",592178,606424,"strikeout","called_strike",,,,,"3","Kris Bryant called out on strikes.  ","R","R","L","MIA","CHC","S",2,"null",1,2,2018,"1.6078","0.7361","0.7724","2.9660","null","null","null",1,12,"Top","null","null",,,595453,,"180331_025341","-5.2116","-124.4109","-2.6650","17.6055","26.3943","-24.2928","3.3473","1.5393","null","null","null","85.0660","2091","6.1410",529422,606424,595453,518618,516770,605119,500743,657658,621446,457727,"54.3597","null","null","0.00",1,0,0,"null",94,"4","Changeup",1,1,1,1,1,1,1,1
"SL","2018-03-30","81.1","1.9230","6.0669","Kris Bryant",592178,592761,"strikeout","swinging_strike",,,,,"8","Kris Bryant strikes out swinging.  ","R","R","L","MIA","CHC","S",2,"null",1,2,2018,"-0.0621","-0.0803","0.2540","1.5040","null","null","546991.00",1,5,"Top","null","null",,,595453,,"180331_003343","-3.5234","-117.7749","-3.3013","0.1532","23.4748","-32.5257","3.3372","1.5998","null","null","null","78.9050","2279","4.9790",529422,592761,595453,571506,516770,605119,500743,518618,621446,457727,"55.5217","null","null","0.00",1,0,0,"null",38,"4","Slider",1,1,1,1,1,1,1,1
"FF","2018-03-30","91.8","2.2638","5.7949","Kris Bryant",592178,592761,"home_run","hit_into_play_score",,,,,"2","Kris Bryant homers (1) on a fly ball to left field.  ","R","R","L","MIA","CHC","X","null","fly_ball",1,2,2018,"1.4243","1.2551","-0.0380","3.0168","null","null","null",1,3,"Top","14.89","55.18",,,595453,,"180330_235006","-8.6118","-132.9948","-3.5859","18.2927","33.1363","-17.3601","3.3170","1.5191","426","109.5","27.6820","89.3110","2231","5.3700",529422,592761,595453,571506,516770,605119,500743,518618,621446,643265,"55.1306","0.993","1.990","2.00",1,0,3,6,19,"4","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-03-30","93.7","2.0803","6.0647","Kris Bryant",592178,592761,"double","hit_into_play_no_out",,,,,"3","Kris Bryant doubles (2) on a sharp line drive to left fielder Derek Dietrich.  ","R","R","L","MIA","CHC","X","null","line_drive",1,1,2018,"1.0250","1.4163","0.6820","3.0848","null","null","null",1,1,"Top","84.89","49.00",,,595453,,"180330_231338","-5.7276","-135.8464","-4.7690","13.7088","36.6880","-14.3914","3.3976","1.5595","366","104.6","20.0470","91.3690","2424","5.6250",529422,592761,595453,571506,516770,605119,500743,518618,621446,643265,"54.8761","0.822","1.225","1.25",1,1,1,6,2,"3","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-03-29","91.2","-2.3850","6.1706","Kris Bryant",592178,547749,"field_out","hit_into_play",,,,,"5","Kris Bryant flies out to right fielder Garrett Cooper.  ","R","R","R","MIA","CHC","X",9,"fly_ball",0,0,2018,"-0.7070","1.5446","0.0795","2.6359","null","null","null",0,8,"Top","189.84","116.30",,,595453,,"180329_193258","7.4460","-132.0294","-5.8420","-9.7240","34.0253","-13.9540","3.3372","1.4990","272","94.2","51.8980","88.0940","2287","5.1180",529407,547749,595453,571506,516770,605119,592680,518618,621446,643265,"55.3833","0.006","0.003","0.00",1,0,0,3,72,"1","4-Seam Fastball",4,8,8,4,8,4,8,4
"SL","2018-03-29","83.1","-1.9537","6.3102","Kris Bryant",592178,594027,"strikeout","swinging_strike",,,,,"13","Kris Bryant strikes out swinging.  ","R","R","R","MIA","CHC","S",2,"null",1,2,2018,"0.2310","-0.0970","-0.5305","1.2759","null","null","null",1,6,"Top","null","null",,,595453,,"180329_184125","2.8117","-120.9115","-4.8369","1.6676","25.3207","-32.3364","3.3372","1.4990","null","null","null","82.9970","2095","6.3960",529407,594027,595453,571506,516770,605119,500743,518618,621446,643265,"54.1049","null","null","0.00",1,0,0,"null",56,"4","Slider",4,5,5,4,5,4,5,4
"SL","2018-03-29","84.6","-1.4701","5.9979","Kris Bryant",592178,570632,"double","hit_into_play_no_out",,,,,"5","Kris Bryant doubles (1) on a ground ball to left fielder Derek Dietrich.  ","R","R","R","MIA","CHC","X","null","ground_ball",2,2,2018,"0.0517","0.8187","0.0303","2.1400","null","null","null",1,4,"Top","25.09","107.82",,,595453,,"180329_180005","3.3619","-122.8953","-4.0872","-0.2675","28.3499","-23.4673","3.3372","1.4990","58","93.7","1.8030","83.1880","2311","5.8240",529407,570632,595453,571506,516770,605119,500743,518618,621446,643265,"54.6766","0.411","0.400","1.25",1,1,1,4,37,"5","Slider",4,4,4,4,4,4,4,4
"SL","2018-03-29","83.2","-1.4399","6.0171","Kris Bryant",592178,570632,"field_out","hit_into_play",,,,,"5","Kris Bryant lines out to third baseman Brian Anderson.  ","R","R","R","MIA","CHC","X",5,"line_drive",1,2,2018,"0.5886","0.0596","0.1832","2.4898","null","null","null",1,2,"Top","92.88","167.84",,,595453,,"180329_172031","2.5610","-120.9298","-1.5436","4.9250","30.1481","-31.5305","3.3372","1.4990","125","86.0","10.0460","81.5540","2311","5.8840",529407,570632,595453,571506,516770,605119,500743,518618,621446,643265,"54.6167","0.629","0.574","0.00",1,0,0,4,17,"4","Slider",1,3,3,1,3,1,3,1